
/src/client/js/ace/mode-fbp.js
   78:25  warning  Unsafe Regular Expression                         security/detect-unsafe-regex
  2:19410  warning  Generic Object Injection Sink                             security/detect-object-injection
  2:19421  warning  Generic Object Injection Sink                             security/detect-object-injection
  2:19656  warning  Generic Object Injection Sink                             security/detect-object-injection
  2:19667  warning  Generic Object Injection Sink                             security/detect-object-injection
  2:19761  warning  Generic Object Injection Sink                             security/detect-object-injection
  2:19772  warning  Generic Object Injection Sink                             security/detect-object-injection
  2:19866  warning  Generic Object Injection Sink                             security/detect-object-injection
  2:19879  warning  Generic Object Injection Sink                             security/detect-object-injection
  2:20003  warning  Generic Object Injection Sink                             security/detect-object-injection
  2:20015  warning  Generic Object Injection Sink                             security/detect-object-injection
  2:20162  warning  Generic Object Injection Sink                             security/detect-object-injection
  2:20187  warning  Generic Object Injection Sink                             security/detect-object-injection
  2:20475  warning  Generic Object Injection Sink                             security/detect-object-injection
  2:20709  warning  Generic Object Injection Sink                             security/detect-object-injection
  2:20720  warning  Generic Object Injection Sink                             security/detect-object-injection
  2:21014  warning  Generic Object Injection Sink                             security/detect-object-injection
  2:21025  warning  Generic Object Injection Sink                             security/detect-object-injection
  2:21119  warning  Generic Object Injection Sink                             security/detect-object-injection
  2:21130  warning  Generic Object Injection Sink                             security/detect-object-injection
  2:21224  warning  Generic Object Injection Sink                             security/detect-object-injection
  2:21237  warning  Generic Object Injection Sink                             security/detect-object-injection
  2:21431  warning  Generic Object Injection Sink                             security/detect-object-injection
  2:21443  warning  Generic Object Injection Sink                             security/detect-object-injection
  2:21533  warning  Function Call Object Injection Sink                       security/detect-object-injection
  2:21557  warning  Generic Object Injection Sink                             security/detect-object-injection
  2:21947  warning  Generic Object Injection Sink                             security/detect-object-injection
  2:21963  warning  Generic Object Injection Sink                             security/detect-object-injection
  2:21983  warning  Generic Object Injection Sink                             security/detect-object-injection
  2:22003  warning  Generic Object Injection Sink                             security/detect-object-injection
  2:22037  warning  Generic Object Injection Sink                             security/detect-object-injection
  2:22075  warning  Generic Object Injection Sink                             security/detect-object-injection
  2:22113  warning  Generic Object Injection Sink                             security/detect-object-injection
  2:22175  warning  Generic Object Injection Sink                             security/detect-object-injection
  2:22222  warning  Generic Object Injection Sink                             security/detect-object-injection
  2:22258  warning  Generic Object Injection Sink                             security/detect-object-injection
  2:22313  warning  Generic Object Injection Sink                             security/detect-object-injection
  2:22340  warning  Generic Object Injection Sink                             security/detect-object-injection
  2:22451  warning  Function Call Object Injection Sink                       security/detect-object-injection
  2:22502  warning  Generic Object Injection Sink                             security/detect-object-injection
  2:22538  warning  Generic Object Injection Sink                             security/detect-object-injection
  2:22622  warning  Generic Object Injection Sink                             security/detect-object-injection
  2:22649  warning  Generic Object Injection Sink                             security/detect-object-injection
  2:23100  warning  Function Call Object Injection Sink                       security/detect-object-injection
  2:23124  warning  Function Call Object Injection Sink                       security/detect-object-injection
  2:23136  warning  Generic Object Injection Sink                             security/detect-object-injection
  2:23203  warning  Function Call Object Injection Sink                       security/detect-object-injection
  2:23215  warning  Generic Object Injection Sink                             security/detect-object-injection
  2:24797  warning  Generic Object Injection Sink                             security/detect-object-injection
  2:24808  warning  Generic Object Injection Sink                             security/detect-object-injection
  2:24921  warning  Generic Object Injection Sink                             security/detect-object-injection
  2:25089  warning  Generic Object Injection Sink                             security/detect-object-injection
  2:25589  warning  Generic Object Injection Sink                             security/detect-object-injection
  2:25600  warning  Generic Object Injection Sink                             security/detect-object-injection
  2:25909  warning  Generic Object Injection Sink                             security/detect-object-injection
  2:26050  warning  Generic Object Injection Sink                             security/detect-object-injection
  2:26939  warning  Generic Object Injection Sink                             security/detect-object-injection
  2:26950  warning  Generic Object Injection Sink                             security/detect-object-injection
  2:27185  warning  Generic Object Injection Sink                             security/detect-object-injection
  2:27196  warning  Generic Object Injection Sink                             security/detect-object-injection
  2:27290  warning  Generic Object Injection Sink                             security/detect-object-injection
  2:27301  warning  Generic Object Injection Sink                             security/detect-object-injection
  2:27395  warning  Generic Object Injection Sink                             security/detect-object-injection
  2:27408  warning  Generic Object Injection Sink                             security/detect-object-injection
  2:27532  warning  Generic Object Injection Sink                             security/detect-object-injection
  2:27544  warning  Generic Object Injection Sink                             security/detect-object-injection
  2:27722  warning  Generic Object Injection Sink                             security/detect-object-injection
  2:27747  warning  Generic Object Injection Sink                             security/detect-object-injection
  2:28141  warning  Generic Object Injection Sink                             security/detect-object-injection
  2:28375  warning  Generic Object Injection Sink                             security/detect-object-injection
  2:28386  warning  Generic Object Injection Sink                             security/detect-object-injection
  2:28680  warning  Generic Object Injection Sink                             security/detect-object-injection
  2:28691  warning  Generic Object Injection Sink                             security/detect-object-injection
  2:28785  warning  Generic Object Injection Sink                             security/detect-object-injection
  2:28796  warning  Generic Object Injection Sink                             security/detect-object-injection
  2:28890  warning  Generic Object Injection Sink                             security/detect-object-injection
  2:28903  warning  Generic Object Injection Sink                             security/detect-object-injection
  2:29097  warning  Generic Object Injection Sink                             security/detect-object-injection
  2:29109  warning  Generic Object Injection Sink                             security/detect-object-injection
  2:29225  warning  Function Call Object Injection Sink                       security/detect-object-injection
  2:29249  warning  Generic Object Injection Sink                             security/detect-object-injection
  2:29822  warning  Function Call Object Injection Sink                       security/detect-object-injection
  2:30787  warning  Function Call Object Injection Sink                       security/detect-object-injection
  2:31872  warning  Function Call Object Injection Sink                       security/detect-object-injection
  2:31889  warning  Generic Object Injection Sink                             security/detect-object-injection
  3:558    warning  Generic Object Injection Sink                             security/detect-object-injection
  3:622    warning  Function Call Object Injection Sink                       security/detect-object-injection
  3:642    warning  Generic Object Injection Sink                             security/detect-object-injection
  3:1315   error    Unsafe assignment to innerHTML                            no-unsanitized/property
  3:1560   warning  Function Call Object Injection Sink                       security/detect-object-injection
  3:1689   warning  Generic Object Injection Sink                             security/detect-object-injection
  3:1706   warning  Generic Object Injection Sink                             security/detect-object-injection
  3:1738   warning  Generic Object Injection Sink                             security/detect-object-injection
  3:1794   warning  Generic Object Injection Sink                             security/detect-object-injection
  3:1966   warning  Function Call Object Injection Sink                       security/detect-object-injection
  3:2202   warning  The function setTimeout can be unsafe                     scanjs-rules/call_setTimeout
  3:2381   warning  Function Call Object Injection Sink                       security/detect-object-injection
  3:3429   warning  The function setTimeout can be unsafe                     scanjs-rules/call_setTimeout
  3:3721   warning  Function Call Object Injection Sink                       security/detect-object-injection
  3:3907   warning  Function Call Object Injection Sink                       security/detect-object-injection
  3:4740   warning  Function Call Object Injection Sink                       security/detect-object-injection
  3:5062   warning  Generic Object Injection Sink                             security/detect-object-injection
  3:5099   warning  Generic Object Injection Sink                             security/detect-object-injection
  3:5666   warning  Generic Object Injection Sink                             security/detect-object-injection
  3:6099   warning  Function Call Object Injection Sink                       security/detect-object-injection
  3:6432   warning  Function Call Object Injection Sink                       security/detect-object-injection
  3:7509   warning  Generic Object Injection Sink                             security/detect-object-injection
  3:7526   warning  Generic Object Injection Sink                             security/detect-object-injection
  3:7560   warning  Function Call Object Injection Sink                       security/detect-object-injection
  3:7571   warning  Generic Object Injection Sink                             security/detect-object-injection
  3:7581   warning  Generic Object Injection Sink                             security/detect-object-injection
  3:7609   warning  Function Call Object Injection Sink                       security/detect-object-injection
  3:7637   warning  Function Call Object Injection Sink                       security/detect-object-injection
  3:8420   warning  The function setTimeout can be unsafe                     scanjs-rules/call_setTimeout
  3:8829   warning  Function Call Object Injection Sink                       security/detect-object-injection
  3:9411   warning  Function Call Object Injection Sink                       security/detect-object-injection
  3:10106  warning  Generic Object Injection Sink                             security/detect-object-injection
  3:10154  warning  Generic Object Injection Sink                             security/detect-object-injection
  3:10519  warning  Generic Object Injection Sink                             security/detect-object-injection
  3:10567  warning  Generic Object Injection Sink                             security/detect-object-injection
  3:11253  warning  Generic Object Injection Sink                             security/detect-object-injection
  3:11262  warning  Generic Object Injection Sink                             security/detect-object-injection
  3:11304  warning  Generic Object Injection Sink                             security/detect-object-injection
  3:11337  warning  Generic Object Injection Sink                             security/detect-object-injection
  3:11337  warning  Generic Object Injection Sink                             security/detect-object-injection
  3:11367  warning  Generic Object Injection Sink                             security/detect-object-injection
  3:11367  warning  Generic Object Injection Sink                             security/detect-object-injection
  3:11602  warning  Generic Object Injection Sink                             security/detect-object-injection
  3:11631  warning  Generic Object Injection Sink                             security/detect-object-injection
  3:11911  warning  Generic Object Injection Sink                             security/detect-object-injection
  3:11965  warning  Generic Object Injection Sink                             security/detect-object-injection
  3:12123  warning  Found fs.open with non literal argument at index 0        security/detect-non-literal-fs-filename
  3:12173  warning  Found fs.open with non literal argument at index 0        security/detect-non-literal-fs-filename
  3:12792  warning  Generic Object Injection Sink                             security/detect-object-injection
  3:14621  warning  Generic Object Injection Sink                             security/detect-object-injection
  3:14663  warning  Generic Object Injection Sink                             security/detect-object-injection
  3:14730  warning  Generic Object Injection Sink                             security/detect-object-injection
  3:14794  warning  Generic Object Injection Sink                             security/detect-object-injection
  3:14836  warning  Generic Object Injection Sink                             security/detect-object-injection
  3:14924  warning  Generic Object Injection Sink                             security/detect-object-injection
  3:15225  warning  Generic Object Injection Sink                             security/detect-object-injection
  3:15409  warning  Function Call Object Injection Sink                       security/detect-object-injection
  3:15940  warning  Generic Object Injection Sink                             security/detect-object-injection
  3:15951  warning  Generic Object Injection Sink                             security/detect-object-injection
  3:16191  warning  Function Call Object Injection Sink                       security/detect-object-injection
  3:16240  warning  Function Call Object Injection Sink                       security/detect-object-injection
  3:17446  warning  Generic Object Injection Sink                             security/detect-object-injection
  3:17488  warning  Generic Object Injection Sink                             security/detect-object-injection
  3:17582  warning  Generic Object Injection Sink                             security/detect-object-injection
  3:17603  warning  Generic Object Injection Sink                             security/detect-object-injection
  3:17872  warning  Function Call Object Injection Sink                       security/detect-object-injection
  3:18256  warning  Function Call Object Injection Sink                       security/detect-object-injection
  3:18657  warning  Function Call Object Injection Sink                       security/detect-object-injection
  3:18679  warning  Generic Object Injection Sink                             security/detect-object-injection
  3:18731  warning  Generic Object Injection Sink                             security/detect-object-injection
  3:18795  warning  Generic Object Injection Sink                             security/detect-object-injection
  3:18841  warning  Generic Object Injection Sink                             security/detect-object-injection
  3:18881  warning  Function Call Object Injection Sink                       security/detect-object-injection
  3:19201  warning  Generic Object Injection Sink                             security/detect-object-injection
  3:19591  warning  Generic Object Injection Sink                             security/detect-object-injection
  3:19612  warning  Generic Object Injection Sink                             security/detect-object-injection
  3:19634  warning  Generic Object Injection Sink                             security/detect-object-injection
  3:19843  warning  Generic Object Injection Sink                             security/detect-object-injection
  3:19916  warning  Generic Object Injection Sink                             security/detect-object-injection
  3:20718  warning  Function Call Object Injection Sink                       security/detect-object-injection
  3:21058  warning  Generic Object Injection Sink                             security/detect-object-injection
  3:21076  warning  Generic Object Injection Sink                             security/detect-object-injection
  3:21117  warning  Generic Object Injection Sink                             security/detect-object-injection
  3:21189  warning  Assignment in ConditionalExpression. Is this accidental?  scanjs-rules/accidental_assignment
  3:21894  warning  Generic Object Injection Sink                             security/detect-object-injection
  3:21899  warning  Generic Object Injection Sink                             security/detect-object-injection
  3:22074  warning  Generic Object Injection Sink                             security/detect-object-injection
  3:22137  warning  Function Call Object Injection Sink                       security/detect-object-injection
  3:22153  warning  Function Call Object Injection Sink                       security/detect-object-injection
  3:22173  warning  Generic Object Injection Sink                             security/detect-object-injection
  3:22204  warning  Generic Object Injection Sink                             security/detect-object-injection
  3:22257  warning  Generic Object Injection Sink                             security/detect-object-injection
  3:22337  warning  Generic Object Injection Sink                             security/detect-object-injection
  3:22379  warning  Generic Object Injection Sink                             security/detect-object-injection
  3:22469  warning  Generic Object Injection Sink                             security/detect-object-injection
  3:22487  warning  Generic Object Injection Sink                             security/detect-object-injection
  3:22727  warning  Generic Object Injection Sink                             security/detect-object-injection
  3:22769  warning  Generic Object Injection Sink                             security/detect-object-injection
  3:22852  warning  Generic Object Injection Sink                             security/detect-object-injection
  3:23568  warning  Function Call Object Injection Sink                       security/detect-object-injection
  3:24783  warning  Generic Object Injection Sink                             security/detect-object-injection
  3:24825  warning  Generic Object Injection Sink                             security/detect-object-injection
  3:24915  warning  Generic Object Injection Sink                             security/detect-object-injection
  3:24936  warning  Generic Object Injection Sink                             security/detect-object-injection
  3:25288  warning  Generic Object Injection Sink                             security/detect-object-injection
  3:25306  warning  Generic Object Injection Sink                             security/detect-object-injection
  3:25347  warning  Generic Object Injection Sink                             security/detect-object-injection
  3:25635  warning  Function Call Object Injection Sink                       security/detect-object-injection
  3:25913  warning  Function Call Object Injection Sink                       security/detect-object-injection
  3:26219  warning  Function Call Object Injection Sink                       security/detect-object-injection
  3:26440  warning  Assignment in ConditionalExpression. Is this accidental?  scanjs-rules/accidental_assignment
  3:30505  warning  Function Call Object Injection Sink                       security/detect-object-injection
  3:31381  warning  Function Call Object Injection Sink                       security/detect-object-injection
  3:31668  warning  Function Call Object Injection Sink                       security/detect-object-injection
  4:334    warning  Generic Object Injection Sink                             security/detect-object-injection
  4:353    warning  Function Call Object Injection Sink                       security/detect-object-injection
  4:361    warning  Generic Object Injection Sink                             security/detect-object-injection
  4:1828   warning  The function setTimeout can be unsafe                     scanjs-rules/call_setTimeout
  4:2055   warning  Generic Object Injection Sink                             security/detect-object-injection
  4:2077   warning  Generic Object Injection Sink                             security/detect-object-injection
  4:2095   warning  Generic Object Injection Sink                             security/detect-object-injection
  4:2119   warning  Generic Object Injection Sink                             security/detect-object-injection
  4:2150   warning  Generic Object Injection Sink                             security/detect-object-injection
  4:2205   warning  Function Call Object Injection Sink                       security/detect-object-injection
  4:2605   warning  Generic Object Injection Sink                             security/detect-object-injection
  4:2773   warning  Generic Object Injection Sink                             security/detect-object-injection
  4:2822   warning  Generic Object Injection Sink                             security/detect-object-injection
  4:2856   warning  Generic Object Injection Sink                             security/detect-object-injection
  4:2858   warning  Generic Object Injection Sink                             security/detect-object-injection
  4:3003   warning  Generic Object Injection Sink                             security/detect-object-injection
  4:3086   warning  Generic Object Injection Sink                             security/detect-object-injection
  4:3129   warning  Generic Object Injection Sink                             security/detect-object-injection
  4:3213   warning  Generic Object Injection Sink                             security/detect-object-injection
  4:3285   warning  Generic Object Injection Sink                             security/detect-object-injection
  4:4165   warning  Generic Object Injection Sink                             security/detect-object-injection
  4:4406   warning  Generic Object Injection Sink                             security/detect-object-injection
  4:5058   warning  Generic Object Injection Sink                             security/detect-object-injection
  4:5584   warning  Generic Object Injection Sink                             security/detect-object-injection
  4:5813   warning  Generic Object Injection Sink                             security/detect-object-injection
  4:5977   warning  Function Call Object Injection Sink                       security/detect-object-injection
  4:6220   warning  Function Call Object Injection Sink                       security/detect-object-injection
  4:6316   warning  Function Call Object Injection Sink                       security/detect-object-injection
  4:6379   warning  Function Call Object Injection Sink                       security/detect-object-injection
  4:6912   warning  Generic Object Injection Sink                             security/detect-object-injection
  4:7491   warning  Generic Object Injection Sink                             security/detect-object-injection
  4:7870   warning  Generic Object Injection Sink                             security/detect-object-injection
  4:8768   warning  Generic Object Injection Sink                             security/detect-object-injection
  4:8777   warning  Generic Object Injection Sink                             security/detect-object-injection
  4:8803   warning  Generic Object Injection Sink                             security/detect-object-injection
  4:8834   warning  Generic Object Injection Sink                             security/detect-object-injection
  4:8836   warning  Generic Object Injection Sink                             security/detect-object-injection
  4:8865   warning  Generic Object Injection Sink                             security/detect-object-injection
  4:8867   warning  Generic Object Injection Sink                             security/detect-object-injection
  4:8888   warning  Generic Object Injection Sink                             security/detect-object-injection
  4:8890   warning  Generic Object Injection Sink                             security/detect-object-injection
  4:8918   warning  Function Call Object Injection Sink                       security/detect-object-injection
  4:8920   warning  Generic Object Injection Sink                             security/detect-object-injection
  4:9114   warning  Generic Object Injection Sink                             security/detect-object-injection
  4:9332   warning  Generic Object Injection Sink                             security/detect-object-injection
  4:9357   warning  Generic Object Injection Sink                             security/detect-object-injection
  4:9374   warning  Generic Object Injection Sink                             security/detect-object-injection
  4:9398   warning  Function Call Object Injection Sink                       security/detect-object-injection
  4:9605   warning  Generic Object Injection Sink                             security/detect-object-injection
  4:9630   warning  Generic Object Injection Sink                             security/detect-object-injection
  4:9647   warning  Generic Object Injection Sink                             security/detect-object-injection
  4:9671   warning  Function Call Object Injection Sink                       security/detect-object-injection
  4:9790   warning  Generic Object Injection Sink                             security/detect-object-injection
  4:9844   warning  Function Call Object Injection Sink                       security/detect-object-injection
  4:9994   warning  Assignment in IfStatement. Is this accidental?            scanjs-rules/accidental_assignment
  4:10092  warning  Generic Object Injection Sink                             security/detect-object-injection
  4:10109  warning  Generic Object Injection Sink                             security/detect-object-injection
  4:10141  warning  Generic Object Injection Sink                             security/detect-object-injection
  4:10195  warning  Generic Object Injection Sink                             security/detect-object-injection
  4:10539  warning  The function setTimeout can be unsafe                     scanjs-rules/call_setTimeout
  4:11408  warning  Function Call Object Injection Sink                       security/detect-object-injection
  4:11431  warning  Generic Object Injection Sink                             security/detect-object-injection
  4:11464  warning  Generic Object Injection Sink                             security/detect-object-injection
  4:12182  warning  Function Call Object Injection Sink                       security/detect-object-injection
  4:12692  warning  Function Call Object Injection Sink                       security/detect-object-injection
  4:13348  warning  Generic Object Injection Sink                             security/detect-object-injection
  4:13400  warning  Generic Object Injection Sink                             security/detect-object-injection
  4:13750  warning  Generic Object Injection Sink                             security/detect-object-injection
  4:13802  warning  Generic Object Injection Sink                             security/detect-object-injection
  4:14562  warning  Generic Object Injection Sink                             security/detect-object-injection
  4:14571  warning  Generic Object Injection Sink                             security/detect-object-injection
  4:14613  warning  Generic Object Injection Sink                             security/detect-object-injection
  4:14646  warning  Generic Object Injection Sink                             security/detect-object-injection
  4:14646  warning  Generic Object Injection Sink                             security/detect-object-injection
  4:14676  warning  Generic Object Injection Sink                             security/detect-object-injection
  4:14676  warning  Generic Object Injection Sink                             security/detect-object-injection
  4:14989  warning  Generic Object Injection Sink                             security/detect-object-injection
  4:15018  warning  Generic Object Injection Sink                             security/detect-object-injection
  4:15295  warning  Generic Object Injection Sink                             security/detect-object-injection
  4:15418  warning  Function Call Object Injection Sink                       security/detect-object-injection
  4:16196  warning  The function setTimeout can be unsafe                     scanjs-rules/call_setTimeout
  4:17813  warning  The function hide can be unsafe                           scanjs-rules/call_hide
  4:18008  warning  The function setTimeout can be unsafe                     scanjs-rules/call_setTimeout
  4:18497  warning  The function hide can be unsafe                           scanjs-rules/call_hide
  4:19782  warning  Generic Object Injection Sink                             security/detect-object-injection
  4:22958  warning  The function hide can be unsafe                           scanjs-rules/call_hide
  4:22958  warning  The function hide can be unsafe                           scanjs-rules/call_hide
  4:23404  warning  The function hide can be unsafe                           scanjs-rules/call_hide
  4:23876  warning  The function setTimeout can be unsafe                     scanjs-rules/call_setTimeout
  4:23917  warning  The function hide can be unsafe                           scanjs-rules/call_hide
  4:24157  warning  The function hide can be unsafe                           scanjs-rules/call_hide
  4:24350  warning  The function hide can be unsafe                           scanjs-rules/call_hide
  4:25731  warning  The function hide can be unsafe                           scanjs-rules/call_hide
  4:26044  warning  The function hide can be unsafe                           scanjs-rules/call_hide
  4:26260  warning  The function hide can be unsafe                           scanjs-rules/call_hide
  4:27976  warning  The function hide can be unsafe                           scanjs-rules/call_hide
  4:29943  warning  Function Call Object Injection Sink                       security/detect-object-injection
  4:29990  warning  Function Call Object Injection Sink                       security/detect-object-injection
  4:30172  warning  Function Call Object Injection Sink                       security/detect-object-injection
  4:30189  warning  Generic Object Injection Sink                             security/detect-object-injection
  4:30468  warning  The function setTimeout can be unsafe                     scanjs-rules/call_setTimeout
  4:31069  warning  Function Call Object Injection Sink                       security/detect-object-injection
  4:31086  warning  Generic Object Injection Sink                             security/detect-object-injection
  4:31290  warning  The function hide can be unsafe                           scanjs-rules/call_hide
  4:31471  warning  The function hide can be unsafe                           scanjs-rules/call_hide
  4:31554  warning  The function hide can be unsafe                           scanjs-rules/call_hide
  4:31746  warning  The function hide can be unsafe                           scanjs-rules/call_hide
  4:31821  warning  Generic Object Injection Sink                             security/detect-object-injection
  4:31863  warning  Function Call Object Injection Sink                       security/detect-object-injection
  4:31880  warning  Generic Object Injection Sink                             security/detect-object-injection
  6:1612   warning  The function setInterval can be unsafe                    scanjs-rules/call_setInterval
  6:5766   warning  The function setTimeout can be unsafe                     scanjs-rules/call_setTimeout
  6:6283   warning  Generic Object Injection Sink                             security/detect-object-injection
  6:6306   warning  Generic Object Injection Sink                             security/detect-object-injection
  6:6581   warning  Generic Object Injection Sink                             security/detect-object-injection
  6:6604   warning  Generic Object Injection Sink                             security/detect-object-injection
  6:7060   warning  Assignment to search can be unsafe                        scanjs-rules/assign_to_search
  6:7238   warning  Assignment to search can be unsafe                        scanjs-rules/assign_to_search
  6:7998   warning  Function Call Object Injection Sink                       security/detect-object-injection
  6:8295   warning  The function hide can be unsafe                           scanjs-rules/call_hide
  6:8813   warning  The function hide can be unsafe                           scanjs-rules/call_hide
  6:9452   warning  Assignment to search can be unsafe                        scanjs-rules/assign_to_search
  6:10110  warning  Variable Assigned to Object Injection Sink                security/detect-object-injection
  6:12493  warning  Assignment to search can be unsafe                        scanjs-rules/assign_to_search
  6:13421  warning  Generic Object Injection Sink                             security/detect-object-injection
  6:13473  warning  Generic Object Injection Sink                             security/detect-object-injection
  6:13492  warning  Generic Object Injection Sink                             security/detect-object-injection
  6:14459  warning  Function Call Object Injection Sink                       security/detect-object-injection
  6:14827  warning  The function setTimeout can be unsafe                     scanjs-rules/call_setTimeout
  6:15798  warning  localStorage can be unsafe                                scanjs-rules/property_localStorage
  6:15805  warning  localStorage can be unsafe                                scanjs-rules/identifier_localStorage
  6:15855  warning  localStorage can be unsafe                                scanjs-rules/property_localStorage
  6:15862  warning  localStorage can be unsafe                                scanjs-rules/identifier_localStorage
  6:15910  warning  localStorage can be unsafe                                scanjs-rules/property_localStorage
  6:15917  warning  localStorage can be unsafe                                scanjs-rules/identifier_localStorage
  6:16235  warning  Generic Object Injection Sink                             security/detect-object-injection
  6:16235  warning  Generic Object Injection Sink                             security/detect-object-injection
  6:16255  warning  Generic Object Injection Sink                             security/detect-object-injection
  6:16255  warning  Generic Object Injection Sink                             security/detect-object-injection
  6:16269  warning  Generic Object Injection Sink                             security/detect-object-injection
  6:16616  warning  Generic Object Injection Sink                             security/detect-object-injection
  6:16634  warning  Generic Object Injection Sink                             security/detect-object-injection
  6:16659  warning  Generic Object Injection Sink                             security/detect-object-injection
  6:16686  warning  Generic Object Injection Sink                             security/detect-object-injection
  6:16709  warning  Generic Object Injection Sink                             security/detect-object-injection
  6:16723  warning  Generic Object Injection Sink                             security/detect-object-injection
  6:16744  warning  Generic Object Injection Sink                             security/detect-object-injection
  6:16772  warning  Generic Object Injection Sink                             security/detect-object-injection
  6:16802  warning  Generic Object Injection Sink                             security/detect-object-injection
  6:16828  warning  Generic Object Injection Sink                             security/detect-object-injection
  6:16843  warning  Generic Object Injection Sink                             security/detect-object-injection
  6:16860  warning  Generic Object Injection Sink                             security/detect-object-injection
  6:16878  warning  Generic Object Injection Sink                             security/detect-object-injection
  6:16889  warning  Generic Object Injection Sink                             security/detect-object-injection
  6:17128  warning  Generic Object Injection Sink                             security/detect-object-injection
