"Uncontrolled data used in path expression","Accessing paths influenced by users can allow an attacker to access unexpected resources.","error","This path depends on [[""a user-provided value""|""relative:///routes/admin.js:494:27:494:34""]].","/routes/admin.js","494","15","494","38"
"Uncontrolled data used in path expression","Accessing paths influenced by users can allow an attacker to access unexpected resources.","error","This path depends on [[""a user-provided value""|""relative:///routes/product.js:268:36:268:48""]].","/routes/product.js","268","16","268","48"
"Uncontrolled data used in path expression","Accessing paths influenced by users can allow an attacker to access unexpected resources.","error","This path depends on [[""a user-provided value""|""relative:///routes/product.js:331:47:331:54""]].","/routes/product.js","331","27","331","68"
"Uncontrolled data used in path expression","Accessing paths influenced by users can allow an attacker to access unexpected resources.","error","This path depends on [[""a user-provided value""|""relative:///routes/product.js:341:43:341:50""]].","/routes/product.js","341","23","341","64"
"Regular expression injection","User input should not be used in regular expressions without first being escaped, otherwise a malicious user may be able to inject an expression that could require exponential time on certain inputs.","error","This regular expression is constructed from a [[""user-provided value""|""relative:///routes/order.js:37:34:37:55""]].","/routes/order.js","37","28","37","70"
"Missing CSRF middleware","Using cookies without CSRF protection may allow malicious websites to submit requests on behalf of the user.","error","This cookie middleware is serving a request handler [[""here""|""relative:///routes/index.js:141:36:181:1""]] without CSRF protection.
This cookie middleware is serving a request handler [[""here""|""relative:///routes/index.js:184:40:198:1""]] without CSRF protection.
This cookie middleware is serving a request handler [[""here""|""relative:///routes/index.js:201:35:208:1""]] without CSRF protection.
This cookie middleware is serving a request handler [[""here""|""relative:///routes/index.js:211:35:277:1""]] without CSRF protection.
This cookie middleware is serving a request handler [[""here""|""relative:///routes/payments/authorizenet.js:8:33:136:1""]] without CSRF protection.
This cookie middleware is serving a request handler [[""here""|""relative:///routes/payments/paypal.js:108:33:204:1""]] without CSRF protection.
This cookie middleware is serving a request handler [[""here""|""relative:///routes/payments/stripe.js:8:33:110:1""]] without CSRF protection.
This cookie middleware is serving a request handler [[""here""|""relative:///routes/user.js:90:52:134:1""]] without CSRF protection.","/app.js","210","9","210","44"
"Loop bound injection","Iterating over an object with a user-controlled .length property can cause indefinite looping.","warning","Iterating over user-controlled object with a potentially unbounded .length property from [[""here""|""relative:///routes/admin.js:176:38:176:45""]].","/lib/common.js","190","15","190","20"
"Loop bound injection","Iterating over an object with a user-controlled .length property can cause indefinite looping.","warning","Iterating over user-controlled object with a potentially unbounded .length property from [[""here""|""relative:///lib/common.js:333:28:333:35""]].","/lib/common.js","333","28","333","41"
"Remote property injection","Allowing writes to arbitrary properties of an object may lead to denial-of-service attacks.","warning","A [[""user-provided value""|""relative:///routes/admin.js:193:28:193:35""]] is used as a property name to write to.","/routes/admin.js","193","28","193","43"
"File data in outbound network request","Directly sending file data in an outbound network request can indicate unauthorized information disclosure.","warning","[[""File data""|""relative:///lib/common.js:181:29:181:125""]] flows directly to outbound network request","/routes/payments/authorizenet.js","37","30","37","39"
