
/src/script/runner.js
   61:2   warning  Found fs.open with non literal argument at index 0  security/detect-non-literal-fs-filename
/src/test/public/vendor/qunit.js
    19:56  warning  Unsafe Regular Expression                    security/detect-unsafe-regex
    29:3   warning  sessionStorage can be unsafe                 scanjs-rules/identifier_sessionStorage
    32:5   warning  sessionStorage can be unsafe                 scanjs-rules/identifier_sessionStorage
    33:5   warning  sessionStorage can be unsafe                 scanjs-rules/identifier_sessionStorage
    83:11  warning  Generic Object Injection Sink                security/detect-object-injection
    84:5   warning  Generic Object Injection Sink                security/detect-object-injection
    99:3   warning  Generic Object Injection Sink                security/detect-object-injection
   157:5   warning  The function setTimeout can be unsafe        scanjs-rules/call_setTimeout
   177:4   warning  The function setTimeout can be unsafe        scanjs-rules/call_setTimeout
   200:21  warning  The function setTimeout can be unsafe        scanjs-rules/call_setTimeout
   286:14  warning  Generic Object Injection Sink                security/detect-object-injection
   313:14  warning  Generic Object Injection Sink                security/detect-object-injection
   345:4   error    Unsafe assignment to innerHTML               no-unsanitized/property
   387:4   error    Unsafe assignment to innerHTML               no-unsanitized/property
   522:26  warning  Function Call Object Injection Sink          security/detect-object-injection
   594:9   warning  Generic Object Injection Sink                security/detect-object-injection
   622:55  warning  Function Call Object Injection Sink          security/detect-object-injection
   623:30  warning  Generic Object Injection Sink                security/detect-object-injection
   626:25  warning  Function Call Object Injection Sink          security/detect-object-injection
   635:26  warning  Function Call Object Injection Sink          security/detect-object-injection
   663:75  warning  Function Call Object Injection Sink          security/detect-object-injection
   664:25  warning  Generic Object Injection Sink                security/detect-object-injection
   665:22  warning  Function Call Object Injection Sink          security/detect-object-injection
   672:3   error    Unsafe assignment to innerHTML               no-unsanitized/property
   678:3   error    Unsafe assignment to innerHTML               no-unsanitized/property
   699:9   warning  sessionStorage can be unsafe                 scanjs-rules/property_sessionStorage
   699:17  warning  sessionStorage can be unsafe                 scanjs-rules/identifier_sessionStorage
   701:6   warning  sessionStorage can be unsafe                 scanjs-rules/identifier_sessionStorage
   703:6   warning  sessionStorage can be unsafe                 scanjs-rules/identifier_sessionStorage
   708:29  warning  sessionStorage can be unsafe                 scanjs-rules/property_sessionStorage
   708:37  warning  sessionStorage can be unsafe                 scanjs-rules/identifier_sessionStorage
   708:55  warning  sessionStorage can be unsafe                 scanjs-rules/identifier_sessionStorage
   724:3   error    Unsafe assignment to innerHTML               no-unsanitized/property
   735:4   warning  Assignment to location can be unsafe         scanjs-rules/assign_to_location
   741:4   warning  Assignment to location can be unsafe         scanjs-rules/assign_to_location
   748:4   error    Unsafe assignment to innerHTML               no-unsanitized/property
   753:5   warning  Assignment to location can be unsafe         scanjs-rules/assign_to_location
   848:3   error    Unsafe assignment to innerHTML               no-unsanitized/property
   861:25  warning  sessionStorage can be unsafe                 scanjs-rules/property_sessionStorage
   861:33  warning  sessionStorage can be unsafe                 scanjs-rules/identifier_sessionStorage
   863:20  warning  sessionStorage can be unsafe                 scanjs-rules/identifier_sessionStorage
   864:10  warning  sessionStorage can be unsafe                 scanjs-rules/identifier_sessionStorage
   866:5   warning  sessionStorage can be unsafe                 scanjs-rules/identifier_sessionStorage
   945:10  warning  Generic Object Injection Sink                security/detect-object-injection
   948:19  warning  Function Call Object Injection Sink          security/detect-object-injection
   954:10  warning  Generic Object Injection Sink                security/detect-object-injection
  1018:4   warning  The function setTimeout can be unsafe        scanjs-rules/call_setTimeout
  1069:9   warning  Generic Object Injection Sink                security/detect-object-injection
  1069:23  warning  Generic Object Injection Sink                security/detect-object-injection
  1084:10  warning  Generic Object Injection Sink                security/detect-object-injection
  1085:13  warning  Generic Object Injection Sink                security/detect-object-injection
  1087:6   warning  Generic Object Injection Sink                security/detect-object-injection
  1087:18  warning  Generic Object Injection Sink                security/detect-object-injection
  1105:3   warning  The function addEventListener can be unsafe  scanjs-rules/call_addEventListener
  1125:13  warning  Function Call Object Injection Sink          security/detect-object-injection
  1155:3   warning  Generic Object Injection Sink                security/detect-object-injection
  1163:3   warning  Generic Object Injection Sink                security/detect-object-injection
  1165:15  warning  Generic Object Injection Sink                security/detect-object-injection
  1167:4   warning  Generic Object Injection Sink                security/detect-object-injection
  1179:8   warning  Generic Object Injection Sink                security/detect-object-injection
  1202:4   error    Unsafe assignment to innerHTML               no-unsanitized/property
  1207:4   warning  Assignment to href can be unsafe             scanjs-rules/assign_to_href
  1287:4   error    Unsafe assignment to innerHTML               no-unsanitized/property
  1360:17  warning  Generic Object Injection Sink                security/detect-object-injection
  1364:5   error    Unsafe assignment to innerHTML               no-unsanitized/property
  1377:33  warning  sessionStorage can be unsafe                 scanjs-rules/property_sessionStorage
  1377:41  warning  sessionStorage can be unsafe                 scanjs-rules/identifier_sessionStorage
  1379:6   warning  sessionStorage can be unsafe                 scanjs-rules/identifier_sessionStorage
  1381:6   warning  sessionStorage can be unsafe                 scanjs-rules/identifier_sessionStorage
  1391:4   error    Unsafe assignment to innerHTML               no-unsanitized/property
  1405:6   warning  Assignment to location can be unsafe         scanjs-rules/assign_to_location
  1412:4   error    Unsafe assignment to innerHTML               no-unsanitized/property
  1426:11  warning  Generic Object Injection Sink                security/detect-object-injection
  1475:33  warning  sessionStorage can be unsafe                 scanjs-rules/property_sessionStorage
  1475:41  warning  sessionStorage can be unsafe                 scanjs-rules/identifier_sessionStorage
  1476:8   warning  sessionStorage can be unsafe                 scanjs-rules/identifier_sessionStorage
  1694:27  warning  Function Call Object Injection Sink          security/detect-object-injection
  1695:12  warning  Generic Object Injection Sink                security/detect-object-injection
  1697:12  warning  Generic Object Injection Sink                security/detect-object-injection
  1785:20  warning  Generic Object Injection Sink                security/detect-object-injection
  1785:35  warning  Generic Object Injection Sink                security/detect-object-injection
  1786:20  warning  Generic Object Injection Sink                security/detect-object-injection
  1786:36  warning  Generic Object Injection Sink                security/detect-object-injection
  1788:14  warning  Generic Object Injection Sink                security/detect-object-injection
  1788:23  warning  Generic Object Injection Sink                security/detect-object-injection
  1797:33  warning  Function Call Object Injection Sink          security/detect-object-injection
  1797:39  warning  Function Call Object Injection Sink          security/detect-object-injection
  1838:20  warning  Generic Object Injection Sink                security/detect-object-injection
  1838:35  warning  Generic Object Injection Sink                security/detect-object-injection
  1839:20  warning  Generic Object Injection Sink                security/detect-object-injection
  1839:36  warning  Generic Object Injection Sink                security/detect-object-injection
  1841:14  warning  Generic Object Injection Sink                security/detect-object-injection
  1841:23  warning  Generic Object Injection Sink                security/detect-object-injection
  1850:33  warning  Function Call Object Injection Sink          security/detect-object-injection
  1850:39  warning  Function Call Object Injection Sink          security/detect-object-injection
  1927:4   warning  Generic Object Injection Sink                security/detect-object-injection
  1927:25  warning  Function Call Object Injection Sink          security/detect-object-injection
  2008:5   warning  Generic Object Injection Sink                security/detect-object-injection
  2052:13  warning  Generic Object Injection Sink                security/detect-object-injection
  2053:13  warning  Generic Object Injection Sink                security/detect-object-injection
  2069:14  warning  Generic Object Injection Sink                security/detect-object-injection
  2073:22  warning  Generic Object Injection Sink                security/detect-object-injection
  2098:7   warning  Generic Object Injection Sink                security/detect-object-injection
  2147:27  warning  Function Call Object Injection Sink          security/detect-object-injection
  2148:9   warning  Generic Object Injection Sink                security/detect-object-injection
  2153:8   warning  Generic Object Injection Sink                security/detect-object-injection
  2157:27  warning  Function Call Object Injection Sink          security/detect-object-injection
  2158:9   warning  Generic Object Injection Sink                security/detect-object-injection
  2163:8   warning  Generic Object Injection Sink                security/detect-object-injection
  2168:10  warning  Generic Object Injection Sink                security/detect-object-injection
  2168:61  warning  Generic Object Injection Sink                security/detect-object-injection
  2169:9   warning  Generic Object Injection Sink                security/detect-object-injection
  2170:16  warning  Generic Object Injection Sink                security/detect-object-injection
  2171:12  warning  Generic Object Injection Sink                security/detect-object-injection
  2173:9   warning  Generic Object Injection Sink                security/detect-object-injection
  2174:16  warning  Generic Object Injection Sink                security/detect-object-injection
  2175:12  warning  Generic Object Injection Sink                security/detect-object-injection
  2182:9   warning  Generic Object Injection Sink                security/detect-object-injection
  2182:57  warning  Generic Object Injection Sink                security/detect-object-injection
  2182:87  warning  Generic Object Injection Sink                security/detect-object-injection
  2183:24  warning  Generic Object Injection Sink                security/detect-object-injection
  2187:11  warning  Generic Object Injection Sink                security/detect-object-injection
  2189:8   warning  Generic Object Injection Sink                security/detect-object-injection
  2190:15  warning  Generic Object Injection Sink                security/detect-object-injection
  2197:9   warning  Generic Object Injection Sink                security/detect-object-injection
  2197:57  warning  Generic Object Injection Sink                security/detect-object-injection
  2197:76  warning  Generic Object Injection Sink                security/detect-object-injection
  2198:24  warning  Generic Object Injection Sink                security/detect-object-injection
  2202:11  warning  Generic Object Injection Sink                security/detect-object-injection
  2204:8   warning  Generic Object Injection Sink                security/detect-object-injection
  2205:15  warning  Generic Object Injection Sink                security/detect-object-injection
  2243:22  warning  Generic Object Injection Sink                security/detect-object-injection
  2243:33  warning  Generic Object Injection Sink                security/detect-object-injection
  2248:38  warning  Generic Object Injection Sink                security/detect-object-injection
  2249:23  warning  Generic Object Injection Sink                security/detect-object-injection
  2249:34  warning  Generic Object Injection Sink                security/detect-object-injection
  2254:9   warning  Generic Object Injection Sink                security/detect-object-injection
  2255:23  warning  Generic Object Injection Sink                security/detect-object-injection
  2255:34  warning  Generic Object Injection Sink                security/detect-object-injection
  2261:16  warning  Generic Object Injection Sink                security/detect-object-injection
  2261:54  warning  Generic Object Injection Sink                security/detect-object-injection
  2262:24  warning  Generic Object Injection Sink                security/detect-object-injection
  2262:35  warning  Generic Object Injection Sink                security/detect-object-injection
  2264:19  warning  Generic Object Injection Sink                security/detect-object-injection
  2264:35  warning  Generic Object Injection Sink                security/detect-object-injection

✖ 217 problems (12 errors, 205 warnings)

