
/src/bin/marky-markdown.js
  13:1  warning  Found fs.readFile with non literal argument at index 0  security/detect-non-literal-fs-filename
   2048:5    warning  Generic Object Injection Sink                               security/detect-object-injection
   2048:14   warning  Generic Object Injection Sink                               security/detect-object-injection
   2137:9    warning  Generic Object Injection Sink                               security/detect-object-injection
   2137:18   warning  Generic Object Injection Sink                               security/detect-object-injection
   2138:11   warning  Generic Object Injection Sink                               security/detect-object-injection
   2139:11   warning  Generic Object Injection Sink                               security/detect-object-injection
   2181:17   warning  Generic Object Injection Sink                               security/detect-object-injection
   2188:15   warning  Variable Assigned to Object Injection Sink                  security/detect-object-injection
   2321:11   warning  Variable Assigned to Object Injection Sink                  security/detect-object-injection
   2322:3    warning  Generic Object Injection Sink                               security/detect-object-injection
   2322:10   warning  Generic Object Injection Sink                               security/detect-object-injection
   2323:3    warning  Generic Object Injection Sink                               security/detect-object-injection
   2433:9    warning  Generic Object Injection Sink                               security/detect-object-injection
   2433:25   warning  Generic Object Injection Sink                               security/detect-object-injection
   2434:11   warning  Generic Object Injection Sink                               security/detect-object-injection
   2435:11   warning  Generic Object Injection Sink                               security/detect-object-injection
   2531:14   warning  Generic Object Injection Sink                               security/detect-object-injection
   2717:21   warning  Variable Assigned to Object Injection Sink                  security/detect-object-injection
   2812:32   warning  Generic Object Injection Sink                               security/detect-object-injection
   2822:32   warning  Function Call Object Injection Sink                         security/detect-object-injection
   2835:18   warning  Function Call Object Injection Sink                         security/detect-object-injection
   2844:32   warning  Generic Object Injection Sink                               security/detect-object-injection
   2889:13   warning  Variable Assigned to Object Injection Sink                  security/detect-object-injection
   2918:10   warning  Generic Object Injection Sink                               security/detect-object-injection
   2924:10   warning  Generic Object Injection Sink                               security/detect-object-injection
   2930:11   warning  Generic Object Injection Sink                               security/detect-object-injection
   2937:12   warning  Generic Object Injection Sink                               security/detect-object-injection
   2947:11   warning  Generic Object Injection Sink                               security/detect-object-injection
   2958:13   warning  Variable Assigned to Object Injection Sink                  security/detect-object-injection
   2992:9    warning  Generic Object Injection Sink                               security/detect-object-injection
   2992:39   warning  Generic Object Injection Sink                               security/detect-object-injection
   2993:19   warning  Generic Object Injection Sink                               security/detect-object-injection
   2999:13   warning  Generic Object Injection Sink                               security/detect-object-injection
   3006:33   warning  Generic Object Injection Sink                               security/detect-object-injection
   3014:11   warning  Generic Object Injection Sink                               security/detect-object-injection
   3024:11   warning  Generic Object Injection Sink                               security/detect-object-injection
   3071:3    warning  Generic Object Injection Sink                               security/detect-object-injection
   3102:3    warning  Generic Object Injection Sink                               security/detect-object-injection
   3110:3    warning  Generic Object Injection Sink                               security/detect-object-injection
   3119:3    warning  Generic Object Injection Sink                               security/detect-object-injection
   3131:3    warning  Generic Object Injection Sink                               security/detect-object-injection
   3139:3    warning  Generic Object Injection Sink                               security/detect-object-injection
   3158:3    warning  Generic Object Injection Sink                               security/detect-object-injection
   3197:3    warning  Generic Object Injection Sink                               security/detect-object-injection
   3205:3    warning  Generic Object Injection Sink                               security/detect-object-injection
   3214:3    warning  Generic Object Injection Sink                               security/detect-object-injection
   3223:3    warning  Generic Object Injection Sink                               security/detect-object-injection
   3235:3    warning  Generic Object Injection Sink                               security/detect-object-injection
   3380:7    warning  Generic Object Injection Sink                               security/detect-object-injection
   3385:9    warning  Found new Buffer                                            security/detect-new-buffer
   3529:23   warning  Generic Object Injection Sink                               security/detect-object-injection
   3721:13   warning  Generic Object Injection Sink                               security/detect-object-injection
   3726:19   warning  Generic Object Injection Sink                               security/detect-object-injection
   3770:16   warning  Variable Assigned to Object Injection Sink                  security/detect-object-injection
   3956:4    warning  Generic Object Injection Sink                               security/detect-object-injection
   3956:19   warning  Generic Object Injection Sink                               security/detect-object-injection
   4103:18   warning  Variable Assigned to Object Injection Sink                  security/detect-object-injection
   4106:11   warning  Generic Object Injection Sink                               security/detect-object-injection
   4109:4    warning  Generic Object Injection Sink                               security/detect-object-injection
   4149:18   warning  Variable Assigned to Object Injection Sink                  security/detect-object-injection
   4152:11   warning  Generic Object Injection Sink                               security/detect-object-injection
   4155:4    warning  Generic Object Injection Sink                               security/detect-object-injection
   4173:3    warning  Generic Object Injection Sink                               security/detect-object-injection
   4173:19   warning  Generic Object Injection Sink                               security/detect-object-injection
   4186:21   warning  Generic Object Injection Sink                               security/detect-object-injection
   4189:3    warning  Generic Object Injection Sink                               security/detect-object-injection
   4203:4    warning  Generic Object Injection Sink                               security/detect-object-injection
   4262:9    warning  Generic Object Injection Sink                               security/detect-object-injection
   4262:27   warning  Generic Object Injection Sink                               security/detect-object-injection
   4272:13   warning  Generic Object Injection Sink                               security/detect-object-injection
   4273:13   warning  Generic Object Injection Sink                               security/detect-object-injection
   4301:10   warning  Generic Object Injection Sink                               security/detect-object-injection
   4337:34   warning  Function Call Object Injection Sink                         security/detect-object-injection
   4337:47   warning  Function Call Object Injection Sink                         security/detect-object-injection
   4372:55   warning  Function Call Object Injection Sink                         security/detect-object-injection
   4374:49   warning  Generic Object Injection Sink                               security/detect-object-injection
   4386:15   warning  Variable Assigned to Object Injection Sink                  security/detect-object-injection
   4387:26   warning  Function Call Object Injection Sink                         security/detect-object-injection
   4513:11   warning  Function Call Object Injection Sink                         security/detect-object-injection
   4514:16   warning  Function Call Object Injection Sink                         security/detect-object-injection
   4518:12   warning  Generic Object Injection Sink                               security/detect-object-injection
   4532:11   warning  Function Call Object Injection Sink                         security/detect-object-injection
   4532:29   warning  Generic Object Injection Sink                               security/detect-object-injection
   4542:13   warning  Function Call Object Injection Sink                         security/detect-object-injection
   4544:18   warning  Function Call Object Injection Sink                         security/detect-object-injection
   4545:11   warning  Generic Object Injection Sink                               security/detect-object-injection
   4546:13   warning  Generic Object Injection Sink                               security/detect-object-injection
   4547:25   warning  Generic Object Injection Sink                               security/detect-object-injection
   4557:10   warning  Function Call Object Injection Sink                         security/detect-object-injection
   4558:10   warning  Function Call Object Injection Sink                         security/detect-object-injection
   4559:6    warning  Generic Object Injection Sink                               security/detect-object-injection
   4560:22   warning  Generic Object Injection Sink                               security/detect-object-injection
   4577:14   warning  Function Call Object Injection Sink                         security/detect-object-injection
   4578:12   warning  Function Call Object Injection Sink                         security/detect-object-injection
   4578:35   warning  Function Call Object Injection Sink                         security/detect-object-injection
   4581:7    warning  Generic Object Injection Sink                               security/detect-object-injection
   4581:28   warning  Generic Object Injection Sink                               security/detect-object-injection
   4582:16   warning  Generic Object Injection Sink                               security/detect-object-injection
   4629:25   warning  Generic Object Injection Sink                               security/detect-object-injection
   4695:11   warning  Found non-literal argument to RegExp Constructor            security/detect-non-literal-regexp
   4710:6    warning  Generic Object Injection Sink                               security/detect-object-injection
   4710:20   warning  Generic Object Injection Sink                               security/detect-object-injection
   4711:4    warning  Generic Object Injection Sink                               security/detect-object-injection
   4714:4    warning  Generic Object Injection Sink                               security/detect-object-injection
   4718:11   warning  Found non-literal argument to RegExp Constructor            security/detect-non-literal-regexp
   4766:15   warning  Generic Object Injection Sink                               security/detect-object-injection
   4794:11   warning  Generic Object Injection Sink                               security/detect-object-injection
   4814:9    warning  Found non-literal argument to RegExp Constructor            security/detect-non-literal-regexp
   4834:10   warning  Generic Object Injection Sink                               security/detect-object-injection
   4934:13   warning  Generic Object Injection Sink                               security/detect-object-injection
   4961:7    warning  Generic Object Injection Sink                               security/detect-object-injection
   4983:8    warning  Generic Object Injection Sink                               security/detect-object-injection
   4985:5    warning  Generic Object Injection Sink                               security/detect-object-injection
   4986:21   warning  Function Call Object Injection Sink                         security/detect-object-injection
   4988:5    warning  Generic Object Injection Sink                               security/detect-object-injection
   4991:5    warning  Generic Object Injection Sink                               security/detect-object-injection
   4991:27   warning  Generic Object Injection Sink                               security/detect-object-injection
   4994:16   warning  Function Call Object Injection Sink                         security/detect-object-injection
   4994:40   warning  Generic Object Injection Sink                               security/detect-object-injection
   5001:23   warning  Generic Object Injection Sink                               security/detect-object-injection
   5002:7    warning  Generic Object Injection Sink                               security/detect-object-injection
   5006:21   warning  Generic Object Injection Sink                               security/detect-object-injection
   5047:25   warning  Generic Object Injection Sink                               security/detect-object-injection
   5050:10   warning  Generic Object Injection Sink                               security/detect-object-injection
   5056:12   warning  Generic Object Injection Sink                               security/detect-object-injection
   5062:11   warning  Generic Object Injection Sink                               security/detect-object-injection
   5063:12   warning  Generic Object Injection Sink                               security/detect-object-injection
   5063:32   warning  Generic Object Injection Sink                               security/detect-object-injection
   5074:14   warning  Generic Object Injection Sink                               security/detect-object-injection
   5096:14   warning  Generic Object Injection Sink                               security/detect-object-injection
   5097:14   warning  Generic Object Injection Sink                               security/detect-object-injection
   5112:15   warning  Generic Object Injection Sink                               security/detect-object-injection
   5121:10   warning  Generic Object Injection Sink                               security/detect-object-injection
   5128:25   warning  Generic Object Injection Sink                               security/detect-object-injection
   5130:23   warning  Function Call Object Injection Sink                         security/detect-object-injection
   5131:12   warning  Generic Object Injection Sink                               security/detect-object-injection
   5133:11   warning  Generic Object Injection Sink                               security/detect-object-injection
   5139:22   warning  Variable Assigned to Object Injection Sink                  security/detect-object-injection
   5191:21   warning  Variable Assigned to Object Injection Sink                  security/detect-object-injection
   5199:3    warning  Generic Object Injection Sink                               security/detect-object-injection
   5239:19   warning  Unsafe Regular Expression                                   security/detect-unsafe-regex
   5253:33   warning  Unsafe Regular Expression                                   security/detect-unsafe-regex
   5254:34   warning  Unsafe Regular Expression                                   security/detect-unsafe-regex
   5284:32   warning  Unsafe Regular Expression                                   security/detect-unsafe-regex
   5689:13   warning  Variable Assigned to Object Injection Sink                  security/detect-object-injection
   5690:13   warning  Variable Assigned to Object Injection Sink                  security/detect-object-injection
   5691:5    warning  Generic Object Injection Sink                               security/detect-object-injection
   5692:5    warning  Generic Object Injection Sink                               security/detect-object-injection
   5720:19   warning  Generic Object Injection Sink                               security/detect-object-injection
   5774:21   warning  Variable Assigned to Object Injection Sink                  security/detect-object-injection
   5860:19   warning  Generic Object Injection Sink                               security/detect-object-injection
   5927:24   warning  Variable Assigned to Object Injection Sink                  security/detect-object-injection
   5998:17   warning  Variable Assigned to Object Injection Sink                  security/detect-object-injection
   6005:24   warning  Generic Object Injection Sink                               security/detect-object-injection
   6005:41   warning  Generic Object Injection Sink                               security/detect-object-injection
   6009:13   warning  Generic Object Injection Sink                               security/detect-object-injection
   6010:39   warning  Generic Object Injection Sink                               security/detect-object-injection
   6012:13   warning  Generic Object Injection Sink                               security/detect-object-injection
   6064:16   warning  Generic Object Injection Sink                               security/detect-object-injection
   6095:16   warning  Generic Object Injection Sink                               security/detect-object-injection
   6120:21   warning  Variable Assigned to Object Injection Sink                  security/detect-object-injection
   6187:5    warning  Generic Object Injection Sink                               security/detect-object-injection
   6189:3    warning  Generic Object Injection Sink                               security/detect-object-injection
   6191:7    warning  Generic Object Injection Sink                               security/detect-object-injection
   6191:24   warning  Function Call Object Injection Sink                         security/detect-object-injection
   6193:12   warning  Generic Object Injection Sink                               security/detect-object-injection
   6195:3    warning  Generic Object Injection Sink                               security/detect-object-injection
   6197:7    warning  Generic Object Injection Sink                               security/detect-object-injection
   6197:24   warning  Function Call Object Injection Sink                         security/detect-object-injection
   6199:12   warning  Generic Object Injection Sink                               security/detect-object-injection
   6201:3    warning  Generic Object Injection Sink                               security/detect-object-injection
   6203:7    warning  Generic Object Injection Sink                               security/detect-object-injection
   6203:24   warning  Function Call Object Injection Sink                         security/detect-object-injection
   6219:16   warning  Generic Object Injection Sink                               security/detect-object-injection
   6221:14   warning  Generic Object Injection Sink                               security/detect-object-injection
   6224:15   warning  Generic Object Injection Sink                               security/detect-object-injection
   6226:15   warning  Generic Object Injection Sink                               security/detect-object-injection
   6226:34   warning  Generic Object Injection Sink                               security/detect-object-injection
   6228:15   warning  Generic Object Injection Sink                               security/detect-object-injection
   6228:34   warning  Generic Object Injection Sink                               security/detect-object-injection
   6228:53   warning  Generic Object Injection Sink                               security/detect-object-injection
   6262:10   warning  Generic Object Injection Sink                               security/detect-object-injection
   6283:4    warning  Assignment in IfStatement. Is this accidental?              scanjs-rules/accidental_assignment
   6294:5    warning  Assignment in IfStatement. Is this accidental?              scanjs-rules/accidental_assignment
   6295:5    warning  Assignment in IfStatement. Is this accidental?              scanjs-rules/accidental_assignment
   6306:4    warning  Assignment in IfStatement. Is this accidental?              scanjs-rules/accidental_assignment
   6318:5    warning  Assignment in IfStatement. Is this accidental?              scanjs-rules/accidental_assignment
   6486:50   warning  Generic Object Injection Sink                               security/detect-object-injection
   6695:5    warning  Generic Object Injection Sink                               security/detect-object-injection
   6697:3    warning  Generic Object Injection Sink                               security/detect-object-injection
   6698:7    warning  Generic Object Injection Sink                               security/detect-object-injection
   6698:24   warning  Function Call Object Injection Sink                         security/detect-object-injection
   6700:12   warning  Generic Object Injection Sink                               security/detect-object-injection
   6702:3    warning  Generic Object Injection Sink                               security/detect-object-injection
   6703:7    warning  Generic Object Injection Sink                               security/detect-object-injection
   6703:24   warning  Function Call Object Injection Sink                         security/detect-object-injection
   6705:12   warning  Generic Object Injection Sink                               security/detect-object-injection
   6707:3    warning  Generic Object Injection Sink                               security/detect-object-injection
   6708:7    warning  Generic Object Injection Sink                               security/detect-object-injection
   6708:24   warning  Function Call Object Injection Sink                         security/detect-object-injection
   6734:5    warning  Generic Object Injection Sink                               security/detect-object-injection
   6738:12   warning  Generic Object Injection Sink                               security/detect-object-injection
   6742:12   warning  Generic Object Injection Sink                               security/detect-object-injection
   7253:22   warning  Function Call Object Injection Sink                         security/detect-object-injection
   7271:22   warning  Function Call Object Injection Sink                         security/detect-object-injection
   7646:2    warning  Function Call Object Injection Sink                         security/detect-object-injection
   7689:9    warning  Generic Object Injection Sink                               security/detect-object-injection
   7690:2    warning  Generic Object Injection Sink                               security/detect-object-injection
   7930:15   warning  Unsafe Regular Expression                                   security/detect-unsafe-regex
   8019:3    warning  Generic Object Injection Sink                               security/detect-object-injection
   8029:10   warning  Generic Object Injection Sink                               security/detect-object-injection
   8030:10   warning  Generic Object Injection Sink                               security/detect-object-injection
   8053:7    warning  Generic Object Injection Sink                               security/detect-object-injection
   8053:18   warning  Generic Object Injection Sink                               security/detect-object-injection
   8093:25   warning  Found non-literal argument to RegExp Constructor            security/detect-non-literal-regexp
   8111:28   warning  Found non-literal argument to RegExp Constructor            security/detect-non-literal-regexp
   8139:27   warning  Found non-literal argument to RegExp Constructor            security/detect-non-literal-regexp
   8224:15   warning  Variable Assigned to Object Injection Sink                  security/detect-object-injection
   8231:5    warning  Generic Object Injection Sink                               security/detect-object-injection
   8266:28   warning  Generic Object Injection Sink                               security/detect-object-injection
   8272:5    warning  Generic Object Injection Sink                               security/detect-object-injection
   8273:25   warning  Generic Object Injection Sink                               security/detect-object-injection
   8274:5    warning  Generic Object Injection Sink                               security/detect-object-injection
   8275:25   warning  Generic Object Injection Sink                               security/detect-object-injection
   8289:51   warning  Generic Object Injection Sink                               security/detect-object-injection
   8445:3    warning  Generic Object Injection Sink                               security/detect-object-injection
   8910:5    warning  Generic Object Injection Sink                               security/detect-object-injection
   8990:18   warning  Variable Assigned to Object Injection Sink                  security/detect-object-injection
   8993:5    warning  Generic Object Injection Sink                               security/detect-object-injection
   9034:7    warning  Generic Object Injection Sink                               security/detect-object-injection
   9039:7    warning  Generic Object Injection Sink                               security/detect-object-injection
   9039:26   warning  Generic Object Injection Sink                               security/detect-object-injection
   9041:5    warning  Generic Object Injection Sink                               security/detect-object-injection
   9063:15   warning  Variable Assigned to Object Injection Sink                  security/detect-object-injection
   9066:20   warning  Function Call Object Injection Sink                         security/detect-object-injection
   9066:33   warning  Function Call Object Injection Sink                         security/detect-object-injection
   9069:55   warning  Generic Object Injection Sink                               security/detect-object-injection
   9098:20   warning  Variable Assigned to Object Injection Sink                  security/detect-object-injection
   9141:15   warning  Function Call Object Injection Sink                         security/detect-object-injection
   9455:32   warning  Function Call Object Injection Sink                         security/detect-object-injection
   9561:1    warning  Generic Object Injection Sink                               security/detect-object-injection
   9561:26   warning  Generic Object Injection Sink                               security/detect-object-injection
   9562:1    warning  Generic Object Injection Sink                               security/detect-object-injection
   9562:33   warning  Generic Object Injection Sink                               security/detect-object-injection
   9563:1    warning  Generic Object Injection Sink                               security/detect-object-injection
   9563:26   warning  Generic Object Injection Sink                               security/detect-object-injection
   9564:1    warning  Generic Object Injection Sink                               security/detect-object-injection
   9564:29   warning  Generic Object Injection Sink                               security/detect-object-injection
   9565:1    warning  Generic Object Injection Sink                               security/detect-object-injection
   9565:26   warning  Generic Object Injection Sink                               security/detect-object-injection
   9566:1    warning  Generic Object Injection Sink                               security/detect-object-injection
   9566:27   warning  Generic Object Injection Sink                               security/detect-object-injection
   9567:1    warning  Generic Object Injection Sink                               security/detect-object-injection
   9567:28   warning  Generic Object Injection Sink                               security/detect-object-injection
   9568:1    warning  Generic Object Injection Sink                               security/detect-object-injection
   9568:28   warning  Generic Object Injection Sink                               security/detect-object-injection
   9569:1    warning  Generic Object Injection Sink                               security/detect-object-injection
   9569:28   warning  Generic Object Injection Sink                               security/detect-object-injection
   9570:1    warning  Generic Object Injection Sink                               security/detect-object-injection
   9570:27   warning  Generic Object Injection Sink                               security/detect-object-injection
   9571:1    warning  Generic Object Injection Sink                               security/detect-object-injection
   9571:28   warning  Generic Object Injection Sink                               security/detect-object-injection
   9572:1    warning  Generic Object Injection Sink                               security/detect-object-injection
   9572:27   warning  Generic Object Injection Sink                               security/detect-object-injection
   9573:1    warning  Generic Object Injection Sink                               security/detect-object-injection
   9582:38   warning  The function Function can be unsafe                         scanjs-rules/call_Function
   9635:18   warning  Function Call Object Injection Sink                         security/detect-object-injection
   9656:29   warning  Generic Object Injection Sink                               security/detect-object-injection
   9681:41   warning  Function Call Object Injection Sink                         security/detect-object-injection
   9700:5    warning  Generic Object Injection Sink                               security/detect-object-injection
   9714:39   warning  Generic Object Injection Sink                               security/detect-object-injection
   9863:17   warning  Variable Assigned to Object Injection Sink                  security/detect-object-injection
   9890:34   warning  Generic Object Injection Sink                               security/detect-object-injection
   9905:18   warning  Variable Assigned to Object Injection Sink                  security/detect-object-injection
   9908:43   warning  Generic Object Injection Sink                               security/detect-object-injection
   9922:25   warning  Generic Object Injection Sink                               security/detect-object-injection
   9937:3    warning  Generic Object Injection Sink                               security/detect-object-injection
   9961:17   warning  Variable Assigned to Object Injection Sink                  security/detect-object-injection
  10015:34   warning  Generic Object Injection Sink                               security/detect-object-injection
  10048:5    warning  Generic Object Injection Sink                               security/detect-object-injection
  10073:17   warning  Variable Assigned to Object Injection Sink                  security/detect-object-injection
  10284:18   warning  Variable Assigned to Object Injection Sink                  security/detect-object-injection
  10287:5    warning  Generic Object Injection Sink                               security/detect-object-injection
  10302:12   warning  Generic Object Injection Sink                               security/detect-object-injection
  10369:12   warning  Generic Object Injection Sink                               security/detect-object-injection
  10389:18   warning  Generic Object Injection Sink                               security/detect-object-injection
  10594:5    warning  Generic Object Injection Sink                               security/detect-object-injection
  10594:20   warning  Generic Object Injection Sink                               security/detect-object-injection
  10616:15   warning  Variable Assigned to Object Injection Sink                  security/detect-object-injection
  10619:20   warning  Function Call Object Injection Sink                         security/detect-object-injection
  10619:33   warning  Function Call Object Injection Sink                         security/detect-object-injection
  10622:55   warning  Generic Object Injection Sink                               security/detect-object-injection
  11301:5    warning  Generic Object Injection Sink                               security/detect-object-injection
  11364:21   warning  Function Call Object Injection Sink                         security/detect-object-injection
  11381:18   warning  Variable Assigned to Object Injection Sink                  security/detect-object-injection
  11384:5    warning  Generic Object Injection Sink                               security/detect-object-injection
  11427:7    warning  Generic Object Injection Sink                               security/detect-object-injection
  11432:7    warning  Generic Object Injection Sink                               security/detect-object-injection
  11432:26   warning  Generic Object Injection Sink                               security/detect-object-injection
  11434:5    warning  Generic Object Injection Sink                               security/detect-object-injection
  11456:15   warning  Variable Assigned to Object Injection Sink                  security/detect-object-injection
  11459:20   warning  Function Call Object Injection Sink                         security/detect-object-injection
  11459:33   warning  Function Call Object Injection Sink                         security/detect-object-injection
  11462:55   warning  Generic Object Injection Sink                               security/detect-object-injection
  11491:20   warning  Variable Assigned to Object Injection Sink                  security/detect-object-injection
  11534:15   warning  Function Call Object Injection Sink                         security/detect-object-injection
  11947:38   warning  The function Function can be unsafe                         scanjs-rules/call_Function
  12153:1    warning  Generic Object Injection Sink                               security/detect-object-injection
  12153:30   warning  Generic Object Injection Sink                               security/detect-object-injection
  12154:1    warning  Generic Object Injection Sink                               security/detect-object-injection
  12154:27   warning  Generic Object Injection Sink                               security/detect-object-injection
  12155:1    warning  Generic Object Injection Sink                               security/detect-object-injection
  12155:28   warning  Generic Object Injection Sink                               security/detect-object-injection
  12156:1    warning  Generic Object Injection Sink                               security/detect-object-injection
  12156:35   warning  Generic Object Injection Sink                               security/detect-object-injection
  12157:1    warning  Generic Object Injection Sink                               security/detect-object-injection
  12158:1    warning  Generic Object Injection Sink                               security/detect-object-injection
  12158:27   warning  Generic Object Injection Sink                               security/detect-object-injection
  12159:1    warning  Generic Object Injection Sink                               security/detect-object-injection
  12159:34   warning  Generic Object Injection Sink                               security/detect-object-injection
  12160:1    warning  Generic Object Injection Sink                               security/detect-object-injection
  12160:31   warning  Generic Object Injection Sink                               security/detect-object-injection
  12161:1    warning  Generic Object Injection Sink                               security/detect-object-injection
  12161:28   warning  Generic Object Injection Sink                               security/detect-object-injection
  12162:1    warning  Generic Object Injection Sink                               security/detect-object-injection
  12162:26   warning  Generic Object Injection Sink                               security/detect-object-injection
  12163:1    warning  Generic Object Injection Sink                               security/detect-object-injection
  12163:29   warning  Generic Object Injection Sink                               security/detect-object-injection
  12164:1    warning  Generic Object Injection Sink                               security/detect-object-injection
  12164:26   warning  Generic Object Injection Sink                               security/detect-object-injection
  12165:1    warning  Generic Object Injection Sink                               security/detect-object-injection
  12169:1    warning  Generic Object Injection Sink                               security/detect-object-injection
  12169:26   warning  Generic Object Injection Sink                               security/detect-object-injection
  12170:1    warning  Generic Object Injection Sink                               security/detect-object-injection
  12170:33   warning  Generic Object Injection Sink                               security/detect-object-injection
  12171:1    warning  Generic Object Injection Sink                               security/detect-object-injection
  12171:26   warning  Generic Object Injection Sink                               security/detect-object-injection
  12172:1    warning  Generic Object Injection Sink                               security/detect-object-injection
  12172:29   warning  Generic Object Injection Sink                               security/detect-object-injection
  12173:1    warning  Generic Object Injection Sink                               security/detect-object-injection
  12173:26   warning  Generic Object Injection Sink                               security/detect-object-injection
  12174:1    warning  Generic Object Injection Sink                               security/detect-object-injection
  12174:27   warning  Generic Object Injection Sink                               security/detect-object-injection
  12175:1    warning  Generic Object Injection Sink                               security/detect-object-injection
  12175:28   warning  Generic Object Injection Sink                               security/detect-object-injection
  12176:1    warning  Generic Object Injection Sink                               security/detect-object-injection
  12176:28   warning  Generic Object Injection Sink                               security/detect-object-injection
  12177:1    warning  Generic Object Injection Sink                               security/detect-object-injection
  12177:28   warning  Generic Object Injection Sink                               security/detect-object-injection
  12178:1    warning  Generic Object Injection Sink                               security/detect-object-injection
  12178:27   warning  Generic Object Injection Sink                               security/detect-object-injection
  12179:1    warning  Generic Object Injection Sink                               security/detect-object-injection
  12179:28   warning  Generic Object Injection Sink                               security/detect-object-injection
  12180:1    warning  Generic Object Injection Sink                               security/detect-object-injection
  12180:27   warning  Generic Object Injection Sink                               security/detect-object-injection
  12181:1    warning  Generic Object Injection Sink                               security/detect-object-injection
  12190:38   warning  The function Function can be unsafe                         scanjs-rules/call_Function
  12276:18   warning  Function Call Object Injection Sink                         security/detect-object-injection
  12297:29   warning  Generic Object Injection Sink                               security/detect-object-injection
  12322:41   warning  Function Call Object Injection Sink                         security/detect-object-injection
